2025-12-05 08:12:07 [INFO]  Executing: sp_GetCasesAsJson
2025-12-05 09:02:45 [INFO]  Cases Logs
2025-12-05 09:02:45 [INFO]  Batch 6950
2025-12-05 09:02:45 [INFO]  -------------------
2025-12-05 09:03:42 [INFO]  -------------------
2025-12-05 09:03:42 [INFO]  Cases Logs
2025-12-05 09:03:42 [INFO]  Batch 7000
2025-12-05 09:03:42 [INFO]  -------------------
2025-12-05 09:05:35 [INFO]  -------------------
2025-12-05 09:05:35 [INFO]  Cases Logs
2025-12-05 09:05:35 [INFO]  Batch 7050
2025-12-05 09:05:35 [INFO]  -------------------
2025-12-05 09:07:27 [INFO]  -------------------
2025-12-05 09:07:27 [INFO]  Cases Logs
2025-12-05 09:07:27 [INFO]  Batch 7100
2025-12-05 09:07:27 [INFO]  -------------------
2025-12-05 09:09:25 [INFO]  -------------------
2025-12-05 09:09:25 [INFO]  Cases Logs
2025-12-05 09:09:25 [INFO]  Batch 7150
2025-12-05 09:09:25 [INFO]  -------------------
2025-12-05 09:11:55 [INFO]  -------------------
2025-12-05 09:11:55 [INFO]  Cases Logs
2025-12-05 09:11:55 [INFO]  Batch 7200
2025-12-05 09:11:55 [INFO]  -------------------
2025-12-05 09:13:41 [INFO]  -------------------
2025-12-05 09:13:41 [INFO]  Cases Logs
2025-12-05 09:13:41 [INFO]  Batch 7250
2025-12-05 09:13:41 [INFO]  -------------------
2025-12-05 09:15:02 [INFO]  -------------------
2025-12-05 09:15:02 [INFO]  Cases Logs
2025-12-05 09:15:02 [INFO]  Batch 7300
2025-12-05 09:15:02 [INFO]  -------------------
2025-12-05 09:16:06 [INFO]  -------------------
2025-12-05 09:16:06 [INFO]  Cases Logs
2025-12-05 09:16:06 [INFO]  Batch 7350
2025-12-05 09:16:06 [INFO]  -------------------
2025-12-05 09:17:15 [INFO]  -------------------
2025-12-05 09:17:15 [INFO]  Cases Logs
2025-12-05 09:17:15 [INFO]  Batch 7400
2025-12-05 09:17:15 [INFO]  -------------------
2025-12-05 09:18:00 [INFO]  -------------------
2025-12-05 09:18:00 [INFO]  Cases Logs
2025-12-05 09:18:00 [INFO]  Batch 7450
2025-12-05 09:18:00 [INFO]  -------------------
2025-12-05 09:18:30 [INFO]  -------------------
2025-12-05 09:18:30 [INFO]  Cases Logs
2025-12-05 09:18:30 [INFO]  Batch 7500
2025-12-05 09:18:30 [INFO]  -------------------
2025-12-05 09:19:21 [INFO]  -------------------
2025-12-05 09:19:21 [INFO]  Cases Logs
2025-12-05 09:19:21 [INFO]  Batch 7550
2025-12-05 09:19:21 [INFO]  -------------------
2025-12-05 09:20:08 [INFO]  -------------------
2025-12-05 09:20:08 [INFO]  Cases Logs
2025-12-05 09:20:08 [INFO]  Batch 7600
2025-12-05 09:20:08 [INFO]  -------------------
2025-12-05 09:21:15 [INFO]  -------------------
2025-12-05 09:21:15 [INFO]  Cases Logs
2025-12-05 09:21:15 [INFO]  Batch 7650
2025-12-05 09:21:15 [INFO]  -------------------
2025-12-05 09:22:51 [INFO]  -------------------
2025-12-05 09:22:51 [INFO]  Cases Logs
2025-12-05 09:22:51 [INFO]  Batch 7700
2025-12-05 09:22:51 [INFO]  -------------------
2025-12-05 09:23:23 [INFO]  -------------------
2025-12-05 09:23:23 [INFO]  Cases Logs
2025-12-05 09:23:23 [INFO]  Batch 7750
2025-12-05 09:23:23 [INFO]  -------------------
2025-12-05 09:24:05 [INFO]  -------------------
2025-12-05 09:24:05 [INFO]  Cases Logs
2025-12-05 09:24:05 [INFO]  Batch 7800
2025-12-05 09:24:05 [INFO]  -------------------
2025-12-05 09:27:28 [INFO]  -------------------
2025-12-05 09:27:28 [INFO]  Cases Logs
2025-12-05 09:27:28 [INFO]  Batch 7850
2025-12-05 09:27:28 [INFO]  -------------------
2025-12-05 09:28:21 [INFO]  -------------------
2025-12-05 09:28:21 [INFO]  Cases Logs
2025-12-05 09:28:21 [INFO]  Batch 7900
2025-12-05 09:28:21 [INFO]  -------------------
2025-12-05 09:28:48 [INFO]  -------------------
2025-12-05 09:28:48 [INFO]  Cases Logs
2025-12-05 09:28:48 [INFO]  Batch 7950
2025-12-05 09:28:48 [INFO]  -------------------
2025-12-05 09:30:25 [INFO]  -------------------
2025-12-05 09:30:25 [INFO]  Cases Logs
2025-12-05 09:30:25 [INFO]  Batch 8000
2025-12-05 09:30:25 [INFO]  -------------------
2025-12-05 09:31:26 [INFO]  -------------------
2025-12-05 09:31:26 [INFO]  Cases Logs
2025-12-05 09:31:26 [INFO]  Batch 8050
2025-12-05 09:31:26 [INFO]  -------------------
2025-12-05 09:32:20 [INFO]  -------------------
2025-12-05 09:32:20 [INFO]  Cases Logs
2025-12-05 09:32:20 [INFO]  Batch 8100
2025-12-05 09:32:20 [INFO]  -------------------
2025-12-05 09:32:59 [INFO]  -------------------
2025-12-05 09:32:59 [INFO]  Cases Logs
2025-12-05 09:32:59 [INFO]  Batch 8150
2025-12-05 09:32:59 [INFO]  -------------------
2025-12-05 09:33:17 [INFO]  -------------------
2025-12-05 09:33:17 [INFO]  Cases Logs
2025-12-05 09:33:17 [INFO]  Batch 8200
2025-12-05 09:33:17 [INFO]  -------------------
2025-12-05 09:34:35 [INFO]  -------------------
2025-12-05 09:34:35 [INFO]  Cases Logs
2025-12-05 09:34:35 [INFO]  Batch 8250
2025-12-05 09:34:35 [INFO]  -------------------
2025-12-05 09:35:28 [INFO]  -------------------
2025-12-05 09:35:28 [INFO]  Cases Logs
2025-12-05 09:35:28 [INFO]  Batch 8300
2025-12-05 09:35:28 [INFO]  -------------------
2025-12-05 09:36:21 [INFO]  -------------------
2025-12-05 09:36:21 [INFO]  Cases Logs
2025-12-05 09:36:21 [INFO]  Batch 8350
2025-12-05 09:36:21 [INFO]  -------------------
2025-12-05 09:37:05 [INFO]  -------------------
2025-12-05 09:37:05 [INFO]  Cases Logs
2025-12-05 09:37:05 [INFO]  Batch 8400
2025-12-05 09:37:05 [INFO]  -------------------
2025-12-05 09:39:23 [INFO]  -------------------
2025-12-05 09:39:23 [INFO]  Cases Logs
2025-12-05 09:39:23 [INFO]  Batch 8450
2025-12-05 09:39:23 [INFO]  -------------------
2025-12-05 09:40:19 [INFO]  -------------------
2025-12-05 09:40:19 [INFO]  Cases Logs
2025-12-05 09:40:19 [INFO]  Batch 8500
2025-12-05 09:40:19 [INFO]  -------------------
2025-12-05 09:40:54 [INFO]  -------------------
2025-12-05 09:40:54 [INFO]  Cases Logs
2025-12-05 09:40:54 [INFO]  Batch 8550
2025-12-05 09:40:54 [INFO]  -------------------
2025-12-05 09:41:26 [INFO]  -------------------
2025-12-05 09:41:26 [INFO]  Cases Logs
2025-12-05 09:41:26 [INFO]  Batch 8600
2025-12-05 09:41:26 [INFO]  -------------------
2025-12-05 09:42:28 [INFO]  -------------------
2025-12-05 09:42:28 [INFO]  Cases Logs
2025-12-05 09:42:28 [INFO]  Batch 8650
2025-12-05 09:42:28 [INFO]  -------------------
2025-12-05 09:42:49 [INFO]  -------------------
2025-12-05 09:42:49 [INFO]  Cases Logs
2025-12-05 09:42:49 [INFO]  Batch 8700
2025-12-05 09:42:49 [INFO]  -------------------
2025-12-05 09:43:19 [INFO]  -------------------
2025-12-05 09:43:19 [INFO]  Cases Logs
2025-12-05 09:43:19 [INFO]  Batch 8750
2025-12-05 09:43:19 [INFO]  -------------------
2025-12-05 09:43:36 [INFO]  -------------------
2025-12-05 09:43:36 [INFO]  Cases Logs
2025-12-05 09:43:36 [INFO]  Batch 8800
2025-12-05 09:43:36 [INFO]  -------------------
2025-12-05 09:44:09 [INFO]  -------------------
2025-12-05 09:44:09 [INFO]  Cases Logs
2025-12-05 09:44:09 [INFO]  Batch 8850
2025-12-05 09:44:09 [INFO]  -------------------
2025-12-05 09:44:49 [INFO]  -------------------
2025-12-05 09:44:49 [INFO]  Cases Logs
2025-12-05 09:44:49 [INFO]  Batch 8900
2025-12-05 09:44:49 [INFO]  -------------------
2025-12-05 09:45:10 [INFO]  -------------------
2025-12-05 09:45:10 [INFO]  Cases Logs
2025-12-05 09:45:10 [INFO]  Batch 8950
2025-12-05 09:45:10 [INFO]  -------------------
2025-12-05 09:45:36 [INFO]  -------------------
2025-12-05 09:45:36 [INFO]  Cases Logs
2025-12-05 09:45:36 [INFO]  Batch 9000
2025-12-05 09:45:36 [INFO]  -------------------
2025-12-05 09:47:13 [INFO]  -------------------
2025-12-05 09:47:13 [INFO]  Cases Logs
2025-12-05 09:47:13 [INFO]  Batch 9050
2025-12-05 09:47:13 [INFO]  -------------------
2025-12-05 09:47:50 [INFO]  -------------------
2025-12-05 09:47:50 [INFO]  Cases Logs
2025-12-05 09:47:50 [INFO]  Batch 9100
2025-12-05 09:47:50 [INFO]  -------------------
2025-12-05 09:50:03 [INFO]  -------------------
2025-12-05 09:50:03 [INFO]  Cases Logs
2025-12-05 09:50:03 [INFO]  Batch 9150
2025-12-05 09:50:03 [INFO]  -------------------
2025-12-05 09:50:57 [INFO]  -------------------
2025-12-05 09:50:57 [INFO]  Cases Logs
2025-12-05 09:50:57 [INFO]  Batch 9200
2025-12-05 09:50:57 [INFO]  -------------------
2025-12-05 09:51:41 [INFO]  -------------------
2025-12-05 09:51:41 [INFO]  Cases Logs
2025-12-05 09:51:41 [INFO]  Batch 9250
2025-12-05 09:51:41 [INFO]  -------------------
2025-12-05 09:52:39 [INFO]  -------------------
2025-12-05 09:52:39 [INFO]  Cases Logs
2025-12-05 09:52:39 [INFO]  Batch 9300
2025-12-05 09:52:39 [INFO]  -------------------
2025-12-05 09:57:40 [INFO]  -------------------
2025-12-05 09:57:40 [INFO]  Cases Logs
2025-12-05 09:57:40 [INFO]  Batch 9350
2025-12-05 09:57:40 [INFO]  -------------------
2025-12-05 09:58:12 [INFO]  -------------------
2025-12-05 09:58:12 [INFO]  Cases Logs
2025-12-05 09:58:12 [INFO]  Batch 9400
2025-12-05 09:58:12 [INFO]  -------------------
2025-12-05 09:59:06 [INFO]  -------------------
2025-12-05 09:59:06 [INFO]  Cases Logs
2025-12-05 09:59:06 [INFO]  Batch 9450
2025-12-05 09:59:06 [INFO]  -------------------
2025-12-05 09:59:49 [INFO]  -------------------
2025-12-05 09:59:49 [INFO]  Cases Logs
2025-12-05 09:59:49 [INFO]  Batch 9500
2025-12-05 09:59:49 [INFO]  -------------------
2025-12-05 10:00:30 [INFO]  -------------------
2025-12-05 10:00:30 [INFO]  Cases Logs
2025-12-05 10:00:30 [INFO]  Batch 9550
2025-12-05 10:00:30 [INFO]  -------------------
2025-12-05 10:00:49 [INFO]  -------------------
2025-12-05 10:00:49 [INFO]  Cases Logs
2025-12-05 10:00:49 [INFO]  Batch 9600
2025-12-05 10:00:49 [INFO]  -------------------
2025-12-05 10:01:10 [INFO]  -------------------
2025-12-05 10:01:10 [INFO]  Cases Logs
2025-12-05 10:01:10 [INFO]  Batch 9650
2025-12-05 10:01:10 [INFO]  -------------------
2025-12-05 10:01:39 [INFO]  -------------------
2025-12-05 10:01:39 [INFO]  Cases Logs
2025-12-05 10:01:39 [INFO]  Batch 9700
2025-12-05 10:01:39 [INFO]  -------------------
2025-12-05 10:02:17 [INFO]  -------------------
2025-12-05 10:02:17 [INFO]  Cases Logs
2025-12-05 10:02:17 [INFO]  Batch 9750
2025-12-05 10:02:17 [INFO]  -------------------
2025-12-05 10:02:35 [INFO]  -------------------
2025-12-05 10:02:35 [INFO]  Cases Logs
2025-12-05 10:02:35 [INFO]  Batch 9800
2025-12-05 10:02:35 [INFO]  -------------------
2025-12-05 10:02:57 [INFO]  -------------------
2025-12-05 10:02:57 [INFO]  Cases Logs
2025-12-05 10:02:57 [INFO]  Batch 9850
2025-12-05 10:02:57 [INFO]  -------------------
2025-12-05 10:03:20 [INFO]  -------------------
2025-12-05 10:03:20 [INFO]  Cases Logs
2025-12-05 10:03:20 [INFO]  Batch 9900
2025-12-05 10:03:20 [INFO]  -------------------
2025-12-05 10:03:38 [INFO]  -------------------
2025-12-05 10:03:38 [INFO]  Cases Logs
2025-12-05 10:03:38 [INFO]  Batch 9950
2025-12-05 10:03:38 [INFO]  -------------------
2025-12-05 10:04:03 [INFO]  -------------------
2025-12-05 10:04:03 [INFO]  Cases Logs
2025-12-05 10:04:03 [INFO]  Batch 10000
2025-12-05 10:04:03 [INFO]  -------------------
2025-12-05 10:04:46 [INFO]  -------------------
2025-12-05 10:04:46 [INFO]  Cases Logs
2025-12-05 10:04:46 [INFO]  Batch 10050
2025-12-05 10:04:46 [INFO]  -------------------
2025-12-05 10:05:04 [INFO]  -------------------
2025-12-05 10:05:04 [INFO]  Cases Logs
2025-12-05 10:05:04 [INFO]  Batch 10100
2025-12-05 10:05:04 [INFO]  -------------------
2025-12-05 10:06:00 [INFO]  -------------------
2025-12-05 10:06:00 [INFO]  Cases Logs
2025-12-05 10:06:00 [INFO]  Batch 10150
2025-12-05 10:06:00 [INFO]  -------------------
2025-12-05 10:06:47 [INFO]  -------------------
2025-12-05 10:06:47 [INFO]  Cases Logs
2025-12-05 10:06:47 [INFO]  Batch 10200
2025-12-05 10:06:47 [INFO]  -------------------
2025-12-05 10:07:15 [INFO]  -------------------
2025-12-05 10:07:15 [INFO]  Cases Logs
2025-12-05 10:07:15 [INFO]  Batch 10250
2025-12-05 10:07:15 [INFO]  -------------------
2025-12-05 10:08:12 [INFO]  -------------------
2025-12-05 10:08:12 [INFO]  Cases Logs
2025-12-05 10:08:12 [INFO]  Batch 10300
2025-12-05 10:08:12 [INFO]  -------------------
2025-12-05 10:09:33 [INFO]  -------------------
2025-12-05 10:09:33 [INFO]  Cases Logs
2025-12-05 10:09:33 [INFO]  Batch 10350
2025-12-05 10:09:33 [INFO]  -------------------
2025-12-05 10:09:55 [INFO]  -------------------
2025-12-05 10:09:55 [INFO]  Cases Logs
2025-12-05 10:09:55 [INFO]  Batch 10400
2025-12-05 10:09:55 [INFO]  -------------------
2025-12-05 10:10:20 [INFO]  -------------------
2025-12-05 10:10:20 [INFO]  Cases Logs
2025-12-05 10:10:20 [INFO]  Batch 10450
2025-12-05 10:10:20 [INFO]  -------------------
2025-12-05 10:10:39 [INFO]  -------------------
2025-12-05 10:10:39 [INFO]  Cases Logs
2025-12-05 10:10:39 [INFO]  Batch 10500
2025-12-05 10:10:39 [INFO]  -------------------
2025-12-05 10:11:00 [INFO]  -------------------
2025-12-05 10:11:00 [INFO]  Cases Logs
2025-12-05 10:11:00 [INFO]  Batch 10550
2025-12-05 10:11:00 [INFO]  -------------------
2025-12-05 10:11:29 [INFO]  -------------------
2025-12-05 10:11:29 [INFO]  Cases Logs
2025-12-05 10:11:29 [INFO]  Batch 10600
2025-12-05 10:11:29 [INFO]  -------------------
2025-12-05 10:11:55 [INFO]  -------------------
2025-12-05 10:11:55 [INFO]  Cases Logs
2025-12-05 10:11:55 [INFO]  Batch 10650
2025-12-05 10:11:55 [INFO]  -------------------
2025-12-05 10:12:16 [INFO]  -------------------
2025-12-05 10:12:16 [INFO]  Cases Logs
2025-12-05 10:12:16 [INFO]  Batch 10700
2025-12-05 10:12:16 [INFO]  -------------------
2025-12-05 10:12:36 [INFO]  -------------------
2025-12-05 10:12:36 [INFO]  Cases Logs
2025-12-05 10:12:36 [INFO]  Batch 10750
2025-12-05 10:12:36 [INFO]  -------------------
2025-12-05 10:13:09 [INFO]  -------------------
2025-12-05 10:13:09 [INFO]  Cases Logs
2025-12-05 10:13:09 [INFO]  Batch 10800
2025-12-05 10:13:09 [INFO]  -------------------
2025-12-05 10:13:48 [INFO]  -------------------
2025-12-05 10:13:48 [INFO]  Cases Logs
2025-12-05 10:13:48 [INFO]  Batch 10850
2025-12-05 10:13:48 [INFO]  -------------------
2025-12-05 10:14:08 [INFO]  -------------------
2025-12-05 10:14:08 [INFO]  Cases Logs
2025-12-05 10:14:08 [INFO]  Batch 10900
2025-12-05 10:14:08 [INFO]  -------------------
2025-12-05 10:14:43 [INFO]  -------------------
2025-12-05 10:14:43 [INFO]  Cases Logs
2025-12-05 10:14:43 [INFO]  Batch 10950
2025-12-05 10:14:43 [INFO]  -------------------
2025-12-05 10:15:06 [INFO]  -------------------
2025-12-05 10:15:06 [INFO]  Cases Logs
2025-12-05 10:15:06 [INFO]  Batch 11000
2025-12-05 10:15:06 [INFO]  -------------------
2025-12-05 10:15:36 [INFO]  -------------------
2025-12-05 10:15:36 [INFO]  Cases Logs
2025-12-05 10:15:36 [INFO]  Batch 11050
2025-12-05 10:15:36 [INFO]  -------------------
2025-12-05 10:15:56 [INFO]  -------------------
2025-12-05 10:15:56 [INFO]  Cases Logs
2025-12-05 10:15:56 [INFO]  Batch 11100
2025-12-05 10:15:56 [INFO]  -------------------
2025-12-05 10:16:27 [INFO]  -------------------
2025-12-05 10:16:27 [INFO]  Cases Logs
2025-12-05 10:16:27 [INFO]  Batch 11150
2025-12-05 10:16:27 [INFO]  -------------------
2025-12-05 10:16:56 [INFO]  -------------------
2025-12-05 10:16:56 [INFO]  Cases Logs
2025-12-05 10:16:56 [INFO]  Batch 11200
2025-12-05 10:16:56 [INFO]  -------------------
2025-12-05 10:18:10 [INFO]  -------------------
2025-12-05 10:18:10 [INFO]  Cases Logs
2025-12-05 10:18:10 [INFO]  Batch 11250
2025-12-05 10:18:10 [INFO]  -------------------
2025-12-05 10:18:29 [INFO]  -------------------
2025-12-05 10:18:29 [INFO]  Cases Logs
2025-12-05 10:18:29 [INFO]  Batch 11300
2025-12-05 10:18:29 [INFO]  -------------------
2025-12-05 10:18:48 [INFO]  -------------------
2025-12-05 10:18:48 [INFO]  Cases Logs
2025-12-05 10:18:48 [INFO]  Batch 11350
2025-12-05 10:18:48 [INFO]  -------------------
2025-12-05 10:19:17 [INFO]  -------------------
2025-12-05 10:19:17 [INFO]  Cases Logs
2025-12-05 10:19:17 [INFO]  Batch 11400
2025-12-05 10:19:17 [INFO]  -------------------
2025-12-05 10:19:38 [INFO]  -------------------
2025-12-05 10:19:38 [INFO]  Cases Logs
2025-12-05 10:19:38 [INFO]  Batch 11450
2025-12-05 10:19:38 [INFO]  -------------------
2025-12-05 10:20:02 [INFO]  -------------------
2025-12-05 10:20:02 [INFO]  Cases Logs
2025-12-05 10:20:02 [INFO]  Batch 11500
2025-12-05 10:20:02 [INFO]  -------------------
2025-12-05 10:20:21 [INFO]  -------------------
2025-12-05 10:20:21 [INFO]  Cases Logs
2025-12-05 10:20:21 [INFO]  Batch 11550
2025-12-05 10:20:21 [INFO]  -------------------
2025-12-05 10:20:46 [INFO]  -------------------
2025-12-05 10:20:46 [INFO]  Cases Logs
2025-12-05 10:20:46 [INFO]  Batch 11600
2025-12-05 10:20:46 [INFO]  -------------------
2025-12-05 10:21:06 [INFO]  -------------------
2025-12-05 10:21:06 [INFO]  Cases Logs
2025-12-05 10:21:06 [INFO]  Batch 11650
2025-12-05 10:21:06 [INFO]  -------------------
2025-12-05 10:21:26 [INFO]  -------------------
2025-12-05 10:21:26 [INFO]  Cases Logs
2025-12-05 10:21:26 [INFO]  Batch 11700
2025-12-05 10:21:26 [INFO]  -------------------
2025-12-05 10:21:47 [INFO]  -------------------
2025-12-05 10:21:47 [INFO]  Cases Logs
2025-12-05 10:21:47 [INFO]  Batch 11750
2025-12-05 10:21:47 [INFO]  -------------------
2025-12-05 10:22:09 [INFO]  -------------------
2025-12-05 10:22:09 [INFO]  Cases Logs
2025-12-05 10:22:09 [INFO]  Batch 11800
2025-12-05 10:22:09 [INFO]  -------------------
2025-12-05 10:22:30 [INFO]  -------------------
2025-12-05 10:22:30 [INFO]  Cases Logs
2025-12-05 10:22:30 [INFO]  Batch 11850
2025-12-05 10:22:30 [INFO]  -------------------
2025-12-05 10:22:58 [INFO]  -------------------
2025-12-05 10:22:58 [INFO]  Cases Logs
2025-12-05 10:22:58 [INFO]  Batch 11900
2025-12-05 10:22:58 [INFO]  -------------------
2025-12-05 10:23:22 [INFO]  -------------------
2025-12-05 10:23:22 [INFO]  Cases Logs
2025-12-05 10:23:22 [INFO]  Batch 11950
2025-12-05 10:23:22 [INFO]  -------------------
2025-12-05 10:23:46 [INFO]  -------------------
2025-12-05 10:23:46 [INFO]  Cases Logs
2025-12-05 10:23:46 [INFO]  Batch 12000
2025-12-05 10:23:46 [INFO]  -------------------
2025-12-05 10:24:16 [INFO]  -------------------
2025-12-05 10:24:16 [INFO]  Cases Logs
2025-12-05 10:24:16 [INFO]  Batch 12050
2025-12-05 10:24:16 [INFO]  -------------------
2025-12-05 10:24:57 [INFO]  -------------------
2025-12-05 10:24:57 [INFO]  Cases Logs
2025-12-05 10:24:57 [INFO]  Batch 12100
2025-12-05 10:24:57 [INFO]  -------------------
2025-12-05 10:25:30 [INFO]  -------------------
2025-12-05 10:25:30 [INFO]  Cases Logs
2025-12-05 10:25:30 [INFO]  Batch 12150
2025-12-05 10:25:30 [INFO]  -------------------
2025-12-05 10:26:16 [INFO]  -------------------
2025-12-05 10:26:16 [INFO]  Cases Logs
2025-12-05 10:26:16 [INFO]  Batch 12200
2025-12-05 10:26:16 [INFO]  -------------------
2025-12-05 10:26:36 [INFO]  -------------------
2025-12-05 10:26:36 [INFO]  Cases Logs
2025-12-05 10:26:36 [INFO]  Batch 12250
2025-12-05 10:26:36 [INFO]  -------------------
2025-12-05 10:27:08 [INFO]  -------------------
2025-12-05 10:27:08 [INFO]  Cases Logs
2025-12-05 10:27:08 [INFO]  Batch 12300
2025-12-05 10:27:08 [INFO]  -------------------
2025-12-05 10:27:28 [INFO]  -------------------
2025-12-05 10:27:28 [INFO]  Cases Logs
2025-12-05 10:27:28 [INFO]  Batch 12350
2025-12-05 10:27:28 [INFO]  -------------------
2025-12-05 10:29:39 [INFO]  -------------------
2025-12-05 10:29:39 [INFO]  Cases Logs
2025-12-05 10:29:39 [INFO]  Batch 12400
2025-12-05 10:29:39 [INFO]  -------------------
2025-12-05 10:29:52 [INFO]  -------------------
2025-12-05 10:29:52 [INFO]  Cases Logs
2025-12-05 10:29:52 [INFO]  Batch 12450
2025-12-05 10:29:52 [INFO]  -------------------
2025-12-05 10:30:04 [INFO]  -------------------
2025-12-05 10:30:04 [INFO]  Cases Logs
2025-12-05 10:30:04 [INFO]  Batch 12500
2025-12-05 10:30:04 [INFO]  -------------------
2025-12-05 10:30:30 [INFO]  -------------------
2025-12-05 10:30:30 [INFO]  Cases Logs
2025-12-05 10:30:30 [INFO]  Batch 12550
2025-12-05 10:30:30 [INFO]  -------------------
2025-12-05 10:30:55 [INFO]  -------------------
2025-12-05 10:30:55 [INFO]  Cases Logs
2025-12-05 10:30:55 [INFO]  Batch 12600
2025-12-05 10:30:55 [INFO]  -------------------
2025-12-05 10:31:26 [INFO]  -------------------
2025-12-05 10:31:26 [INFO]  Cases Logs
2025-12-05 10:31:26 [INFO]  Batch 12650
2025-12-05 10:31:26 [INFO]  -------------------
2025-12-05 10:31:50 [INFO]  -------------------
2025-12-05 10:31:50 [INFO]  Cases Logs
2025-12-05 10:31:50 [INFO]  Batch 12700
2025-12-05 10:31:50 [INFO]  -------------------
2025-12-05 10:32:15 [INFO]  -------------------
2025-12-05 10:32:15 [INFO]  Cases Logs
2025-12-05 10:32:15 [INFO]  Batch 12750
2025-12-05 10:32:15 [INFO]  -------------------
2025-12-05 10:32:42 [INFO]  -------------------
2025-12-05 10:32:42 [INFO]  Cases Logs
2025-12-05 10:32:42 [INFO]  Batch 12800
2025-12-05 10:32:42 [INFO]  -------------------
2025-12-05 10:39:51 [INFO]  -------------------
2025-12-05 10:39:51 [INFO]  Cases Logs
2025-12-05 10:39:51 [INFO]  Batch 12850
2025-12-05 10:39:51 [INFO]  -------------------
2025-12-05 10:41:32 [INFO]  -------------------
2025-12-05 10:41:32 [INFO]  Cases Logs
2025-12-05 10:41:32 [INFO]  Batch 12900
2025-12-05 10:41:32 [INFO]  -------------------
2025-12-05 10:42:03 [INFO]  -------------------
2025-12-05 10:42:03 [INFO]  Cases Logs
2025-12-05 10:42:03 [INFO]  Batch 12950
2025-12-05 10:42:03 [INFO]  -------------------
2025-12-05 10:42:25 [INFO]  -------------------
2025-12-05 10:42:25 [INFO]  Cases Logs
2025-12-05 10:42:25 [INFO]  Batch 13000
2025-12-05 10:42:25 [INFO]  -------------------
2025-12-05 10:42:46 [INFO]  -------------------
2025-12-05 10:42:46 [INFO]  Cases Logs
2025-12-05 10:42:46 [INFO]  Batch 13050
2025-12-05 10:42:46 [INFO]  -------------------
2025-12-05 10:43:08 [INFO]  -------------------
2025-12-05 10:43:08 [INFO]  Cases Logs
2025-12-05 10:43:08 [INFO]  Batch 13100
2025-12-05 10:43:08 [INFO]  -------------------
2025-12-05 10:43:30 [INFO]  -------------------
2025-12-05 10:43:30 [INFO]  Cases Logs
2025-12-05 10:43:30 [INFO]  Batch 13150
2025-12-05 10:43:30 [INFO]  -------------------
2025-12-05 10:43:54 [INFO]  -------------------
2025-12-05 10:43:54 [INFO]  Cases Logs
2025-12-05 10:43:54 [INFO]  Batch 13200
2025-12-05 10:43:54 [INFO]  -------------------
2025-12-05 10:44:59 [INFO]  -------------------
2025-12-05 10:44:59 [INFO]  Cases Logs
2025-12-05 10:44:59 [INFO]  Batch 13250
2025-12-05 10:44:59 [INFO]  -------------------
2025-12-05 10:48:20 [INFO]  -------------------
2025-12-05 10:48:20 [INFO]  Cases Logs
2025-12-05 10:48:20 [INFO]  Batch 13300
2025-12-05 10:48:20 [INFO]  -------------------
2025-12-05 10:51:26 [INFO]  -------------------
2025-12-05 10:51:26 [INFO]  Cases Logs
2025-12-05 10:51:26 [INFO]  Batch 13350
2025-12-05 10:51:26 [INFO]  -------------------
2025-12-05 10:52:14 [INFO]  -------------------
2025-12-05 10:52:14 [INFO]  Cases Logs
2025-12-05 10:52:14 [INFO]  Batch 13400
2025-12-05 10:52:14 [INFO]  -------------------
2025-12-05 10:52:49 [INFO]  -------------------
2025-12-05 10:52:49 [INFO]  Cases Logs
2025-12-05 10:52:49 [INFO]  Batch 13450
2025-12-05 10:52:49 [INFO]  -------------------
2025-12-05 10:53:36 [INFO]  -------------------
2025-12-05 10:53:36 [INFO]  Cases Logs
2025-12-05 10:53:36 [INFO]  Batch 13500
2025-12-05 10:53:36 [INFO]  -------------------
2025-12-05 10:54:08 [INFO]  -------------------
2025-12-05 10:54:08 [INFO]  Cases Logs
2025-12-05 10:54:08 [INFO]  Batch 13550
2025-12-05 10:54:08 [INFO]  -------------------
2025-12-05 10:54:50 [INFO]  -------------------
2025-12-05 10:54:50 [INFO]  Cases Logs
2025-12-05 10:54:50 [INFO]  Batch 13600
2025-12-05 10:54:50 [INFO]  -------------------
2025-12-05 10:55:18 [INFO]  -------------------
2025-12-05 10:55:18 [INFO]  Cases Logs
2025-12-05 10:55:18 [INFO]  Batch 13650
2025-12-05 10:55:18 [INFO]  -------------------
2025-12-05 10:55:44 [INFO]  -------------------
2025-12-05 10:55:44 [INFO]  Cases Logs
2025-12-05 10:55:44 [INFO]  Batch 13700
2025-12-05 10:55:44 [INFO]  -------------------
2025-12-05 10:56:07 [INFO]  -------------------
2025-12-05 10:56:07 [INFO]  Cases Logs
2025-12-05 10:56:07 [INFO]  Batch 13750
2025-12-05 10:56:07 [INFO]  -------------------
2025-12-05 10:56:56 [INFO]  -------------------
2025-12-05 10:56:56 [INFO]  Cases Logs
2025-12-05 10:56:56 [INFO]  Batch 13800
2025-12-05 10:56:56 [INFO]  -------------------
2025-12-05 10:57:20 [INFO]  -------------------
2025-12-05 10:57:20 [INFO]  Cases Logs
2025-12-05 10:57:20 [INFO]  Batch 13850
2025-12-05 10:57:20 [INFO]  -------------------
2025-12-05 10:57:50 [INFO]  -------------------
2025-12-05 10:57:50 [INFO]  Cases Logs
2025-12-05 10:57:50 [INFO]  Batch 13900
